movie_id,canonical_key,sources,num_sources,title,release_year,imdb_rating,imdb_votes,genre,description,poster_url,language,imdb_id
34,masoom_1983.0,"['netflix', 'imdb']",2,Masoom,1983.0,8.5,1864.0,"Drama, Family, Musical","D.K. Malhotra lives a comfortable lifestyle with his wife, Indu, and two school-going daughters, Pinky and Minni. He works in the office of an Architect. One day while the family is relaxing, D.K. gets a phone call that results in him bringing home a young school-going boy by the name of Rahul. Indu is shocked to learn that Rahul is D.K.'s son from another woman, Bhavana, who is no more. D.K. does his best to make Rahul comfortable, but fails. Rahul also feels that Indu does not really like him, though Pinky and Minni have taken to him in a big way. Finally, D.K. decides to admit Rahul in a boarding school in far off Nainital. Rahul reluctantly goes along with this new-found uncle/friend. It is when Rahul is asked to put his papers together for school that Rahul finds out that D.K. is his biological father. Watch what happens when Rahul disappears from D.K.'s house, and the impact this has on D.K., Indu, and her two daughters.",http://i.media-imdb.com/images/SF1f0a42ee1aa08d477a576fbbf7562eed/realm/feature.gif,Hindi                    ,tt0085913
35,7 khoon maaf_2011.0,"['netflix', 'imdb']",2,7 Khoon Maaf,2011.0,6.2,3760.0,"Drama, Mystery, Thriller","After the passing of his Pondicherry-born mentor, Susanna, Mumbai-based Dr. Arun Kumar Singh narrates his story to his wife, Nalini. With photographs from an old album that he has never shared with anyone, he informs her as to how Susanna caught him stealing; got him to quit his job & enrolled in a Panchgani school, as well as arranged for further education in St. Petersburg. While Susanna herself searched for true love and her marriages with six deceased men - including the abusive Major Edwin Rodrigies; drug-addicted and womanizer guitarist-singer Jamshed Singh Rathore; impotent and abusive Mohammad Wasiullah Khan; bigamist/spy Nicolai Vronski; Inspector Keemat Lal; and Dr. Modhusodon Tarafdar - men who influenced her life, broke her heart - and met with sudden and mysterious deaths.",http://ia.media-imdb.com/images/M/MV5BMTYxMzA5MTI3MF5BMl5BanBnXkFtZTcwMDE3NDc1NA@@._V1._SX54_CR005474_.jpg,Hindi                    ,tt1629376
36,company_2002.0,"['netflix', 'imdb']",2,Company,2002.0,8.1,7285.0,"Action, Crime, Thriller, Drama","Mallik is a henchman of Aslam Bhai, a Mumbai underworld kingpin. He inducts local hothead Chandu into the gang, and the two of them soon form a formidable faction within the gang, eventually displacing Aslam. As the empire grows, however, the two of them start drifting apart.",http://ia.media-imdb.com/images/M/MV5BMTIyMDc0NTA4Nl5BMl5BanBnXkFtZTcwNzM2ODgzMQ@@._V1._SX54_CR005474_.jpg,Hindi                    ,tt0296574
37,inside llewyn davis_2013.0,"['imdb', 'amazon']",2,Inside Llewyn Davis,2013.0,65.0,2398.0,"Drama, Music","Follow a week in the life of a young folk singer as he navigates the Greenwich Village folk scene of 1961. Guitar in tow, huddled against the unforgiving New York winter, he is struggling to make it as a musician against seemingly insurmountable obstacles -- some of them of his own making.",http://ia.media-imdb.com/images/M/MV5BMjAxNjcyNDQxM15BMl5BanBnXkFtZTgwNzU2NDA0MDE@._V1_SX300.jpg,English                  ,tt2042568
38,sacrament_2013.0,"['imdb', 'amazon']",2,The Sacrament,2013.0,51.0,2461.0,"Horror, Thriller","The journalist Patrick works at the VICE, a company dedicated to cover bizarre news. When his sister Caroline joins a community, she travels abroad with her new family. Out of the blue, Caroline invites her brother to visit her in an undefined country and Patrick travels by helicopter with his friends Jake and Sam that work with him at VICE. They find weird that the men that have come to guide them to the Eden Parish have guns. On the arrival to the camp, Patrick, Sam and Jake find a community of happy people that worship Father. They interview Father but soon they realize that people are not as happy as they seem to be. Further, they find that they are trapped in the Parish Eden and they want to leave the place with the newcomers. But the Father does not have intention to let them go.",http://ia.media-imdb.com/images/M/MV5BMjE1ODg1MzM3Ml5BMl5BanBnXkFtZTgwMDg3NDQyMTE@._V1_SX300.jpg,English                  ,tt2383068
39,dil se_1998.0,"['netflix', 'imdb']",2,Dil Se,1998.0,7.8,16492.0,"Drama, Romance, Musical, Thriller","Amar Varma, a producer for Indian news radio, meets an enigmatic woman at a railroad station and then again at a hill station. He falls in love with her, but the woman, who calls herself Meghna, rejects and leaves him although she seems to be interested. Later, Varma agrees to marry his family's choice, Preeti. But suddenly Meghna is back, and what is the secret that she holds?",http://ia.media-imdb.com/images/M/MV5BMTI2NjU4MjkxOF5BMl5BanBnXkFtZTcwMTc3MDYxMQ@@._V1._SX54_CR005474_.jpg,Hindi                    ,tt0164538
40,satte pe satta_1982.0,"['netflix', 'imdb']",2,Satte Pe Satta,1982.0,7.2,1657.0,"Action, Comedy, Drama, Family","After the death of their parents; Ravi Anand the eldest of seven brothers becomes the guardian to his other six siblings. His dictatorship and measures to get things done are frustrated by his brothers and thus they grow up like animals and this becomes their life-style. Ravi meets with a nurse, Indu and both fall in love and get marry. After marriage Indu moves in with the Anands and disapprove of their living and to their shock attempt to change this albeit with considerable results. The six brothers meet their life-partners and bring them to live at their home. Unfortunately one of the girls, Seema Singh who happens to be wealthy invites the wrath of her paternal uncle, Ranjit Singh who abducts Ravi and keep him as hostage on an isolated island while at the same time send his look-alike the notorious Babu to take his place so that he can kill Seema in order for Ranjit to be the sole beneficiary of her inheritance; killing anyone who dears to stand in his way.",http://i.media-imdb.com/images/SF1f0a42ee1aa08d477a576fbbf7562eed/realm/feature.gif,Hindi                    ,tt0084630
41,marra_2014.0,"['netflix', 'imdb', 'amazon']",3,MARRA,2014.0,87.0,2718.0,Action,"A shadowy all-female crime organization - M.A.R.R.A - has operatives working undercover in high-risk situations - jobs that can last days or decades. When a junior operative disobeys orders and escapes punishment, the blowback sets off a cascading power struggle for control of M.A.R.R.A.",http://ia.media-imdb.com/images/M/MV5BMTUwNjU4MTE3MV5BMl5BanBnXkFtZTgwMjc2ODU1MDE@._V1_SX300.jpg,English                  ,tt2318950
42,lost in the pinelands_2012.0,"['imdb', 'amazon']",2,Lost in the Pinelands,2012.0,52.0,1084.0,Sci-Fi,"An alien invasion comes to the Earth represented as a mysterious force. This extraterrestrial entity is looking for its first victim. Years later, a field trip to The Pinelands, New Jersey goes wrong because the entity is hunting in the woods, it is forming an army of abducted children that will take over the world.",http://ia.media-imdb.com/images/M/MV5BNDE1ODEzNDExOF5BMl5BanBnXkFtZTcwNzY4Mzg5Nw@@._V1_SX300.jpg,English                  ,tt2207614
43,namak halaal_1982.0,"['netflix', 'imdb']",2,Namak Halaal,1982.0,7.4,1201.0,"Comedy, Drama, Family","Young Arjun (Amitabh Bachchan) is brought up by his Daddu (Om Prakash). His Daddu decides for him to go to the city in search of a new job and life. While in the city he meets up with Bhairon (Ram P. Sethi) who guides him into finding a job as a servant in a 5-star hotel owned by Raja (Shashi Kapoor). While in the hotel, Arjun meets Poonam (Smita Patil) and falls in love with her. During this time, many attempts are made to kill Raja by the one and only Girdar Singh (Satyendra Kapoor) and his son Ranjeet (Ranjeet). All these attempts are thwarted by Arjun. Will he be able to save Raja from these attacks?",http://i.media-imdb.com/images/SF1f0a42ee1aa08d477a576fbbf7562eed/realm/feature.gif,Hindi                    ,tt0084385
44,paper planes_2014.0,"['imdb', 'amazon']",2,Paper Planes,2014.0,58.0,1569.0,Family,An imaginative children's film about a young Australian boy's passion for flight and his challenge to compete in the World Paper Plane Championships in Japan.,http://ia.media-imdb.com/images/M/MV5BMjczMjA3NjU4M15BMl5BanBnXkFtZTgwNTMxMDYxNDE@._V1_SX300.jpg,English                  ,tt3328716
45,belle for christmas_2014.0,"['imdb', 'amazon']",2,A Belle for Christmas,2014.0,53.0,1730.0,Family,"When a sweet young boy and his precocious sister discover their newly adopted puppy Belle has been nabbed by the beautiful gold digger dating their widowed dad on Christmas Eve, the kids recruit their neighborhood friends and set out on an adventurous rescue mission to save her.",http://ia.media-imdb.com/images/M/MV5BMTYzNDU2MzE3NF5BMl5BanBnXkFtZTgwNDcwMTA0MjE@._V1_SX300.jpg,English                  ,tt3256812
46,brilliant young mind_2014.0,"['imdb', 'amazon']",2,A Brilliant Young Mind,2014.0,65.0,2708.0,"Comedy, Drama","In a world difficult to comprehend, Nathan struggles to connect with those around him - most of all his loving mother - but finds comfort in numbers. When Nathan is taken under the wing of unconventional and anarchic teacher, Mr. Humphreys, the pair forge an unusual friendship and Nathan's talents win him a place on the UK team at the International Mathematics Olympiad. From suburban England to bustling Taipei and back again, this original and heart-warming film tracks the funny and complex relationships that Nathan builds, as he is confronted by the irrational nature of love.",http://ia.media-imdb.com/images/M/MV5BMTUxMjg0NDQ5NV5BMl5BanBnXkFtZTgwMjEyMTQ3NDE@._V1_SX300.jpg,English                  ,tt3149038
47,kill me three times_2014.0,"['imdb', 'amazon']",2,Kill Me Three Times,2014.0,50.0,1644.0,"Action, Thriller","Professional hit-man Charlie Wolfe finds himself in three tales of murder, blackmail and revenge after a botched contract assignment.",http://ia.media-imdb.com/images/M/MV5BMTQ0ODcxMjc1Ml5BMl5BanBnXkFtZTgwNDI4OTg1NDE@._V1_SX300.jpg,English                  ,tt2393845
48,gabbar is back_2015.0,"['netflix', 'imdb']",2,Gabbar is Back,2015.0,7.7,4614.0,"Action, Crime, Drama","Gabbar Singh Rajput (Akshay Kumar) creates his own vigilante military network called the Anti-Corruption Force (ACF) that eliminates the most corrupt individuals, from all walks of life, in a systematic manner. As pressure builds on Police and Government to track down the man who masterminds these killings, Balbir Singh (Sonu Sood) is specially summoned to head the task. He is aided by Suryam (Prakash Raj) who, though being just a constable in the mammoth Police force, is compelled by his instincts to see through the underlying design.",http://ia.media-imdb.com/images/M/MV5BMjQyMTY1NTc1NV5BMl5BanBnXkFtZTgwODUzMDIyNTE@._V1._SX54_CR005474_.jpg,Hindi                    ,tt2424988
49,kal ho naa ho_2003.0,"['netflix', 'imdb', 'amazon']",3,Kal Ho Naa Ho,2003.0,8.1,34321.0,"Comedy, Drama, Romance","Naina {Preity Zinta} is a young woman, slightly ticked off for reasons more than one. His father committed suicide when she needed him the most, leaving Jennifer{Jaya bachchan}, his wife all alone. Lajjo{Sushma Seth}, Jennifer's mother-in-law blames Jennifer for the same. furthermore, Jennifer is unhappy because Lajjo refuses to accept Gia, a 6-year old girl whom Jennifer adopted. Even the restaurant Jennifer is running is not going great guns. in short, nothing is well on the Kapur family front. the only factors that redeem Naina's existence are his toiling and tolerant mother Jennifer, and her bumbling stumbling MBA classmate Rohit {Saif Ali Khan}. Meanwhile, Aman{Shah Rukh Khan}, a happy-go-lucky guy arrives in Naina's neighbourhood and soon changes everything around, thanks to his contagious joviality and jest for life. He proves to be the messiah for the Kapur family in every sort. Naina is not a happy camper initially but could remain unaffected by his charisma for long, and falls in love with him. On the contrary, some platonic moments arouse Rohit's fondness for Naina a bit more and he's in love too. But when Naina thinks of confessing her love to Aman, she realises that Aman is a married man. its only later when we find out that Aman lies because he is a heart patient and has a limited life to live. But since Aman loves Naina too, he wants some one's love to embrace Naina after him for which he finds Rohit suitable. Rohit who took no time to move after some pain, is somehow coaxed by Aman to re-think about his relation with Naina. Aman plans a strategic set of efforts and brings Rohit and Naina close. But when Naina finds out the truth, what follows is a complex string of pangs of helpless love. Aman meets his decided fate, but not before changing Naina's life forever.",http://ia.media-imdb.com/images/M/MV5BMTkxNzU2MDczOV5BMl5BanBnXkFtZTcwNTU5NTk5Mw@@._V1._SY74_CR1005474_.jpg,Hindi                    ,tt0347304
